sample_name
ribo_4E_minus_rep1_01_R1
ribo_4E_minus_rep2_02_R1
ribo_4E_minus_rep3_03_R1
ribo_4E_plus_rep1_04_R1
ribo_4E_plus_rep2_05_R1
ribo_4E_plus_rep3_06_R1
ribo_4G1_minus_rep1_07_R1
ribo_4G1_minus_rep2_08_R1
ribo_4G1_minus_rep3_09_R1
ribo_4G1_plus_rep1_10_R1
ribo_4G1_plus_rep2_11_R1
ribo_4G1_plus_rep3_12_R1
ribo_4G2_minus_rep1_13_R1
ribo_4G2_minus_rep2_14_R1
ribo_4G2_minus_rep3_15_R1
ribo_4G2_plus_rep1_16_R1
ribo_4G2_plus_rep2_17_R1
ribo_4G2_plus_rep3_18_R1
ribo_4G3_minus_rep1_19_R1
ribo_4G3_minus_rep2_20_R1
ribo_4G3_minus_rep3_21_R1
ribo_4G3_plus_rep1_22_R1
ribo_4G3_plus_rep2_23_R1
ribo_4G3_plus_rep3_24_R1
ribo_oldmonosome4G1_minus_rep1_07_R1
ribo_oldmonosome4G1_minus_rep2_08_R1
ribo_oldmonosome4G1_minus_rep3_09_R1
ribo_oldmonosome4G1_plus_rep1_10_R1
ribo_oldmonosome4G1_plus_rep2_11_R1
ribo_oldmonosome4G1_plus_rep3_12_R1
