sample_name
total_01_eIF3d_minusAux_minusHarr_4h_rep1
total_02_eIF3d_minusAux_minusHarr_4h_rep2
total_03_eIF3d_minusAux_minusHarr_4h_rep3
total_04_eIF3d_plusAux_minusHarr_4h_rep1
total_05_eIF3d_plusAux_minusHarr_4h_rep2
total_06_eIF3d_plusAux_minusHarr_4h_rep3
total_07_eIF4E_minusAux_minusHarr_4h_rep1
total_08_eIF4E_minusAux_minusHarr_4h_rep2
total_09_eIF4E_minusAux_minusHarr_4h_rep3
total_10_eIF4E_plusAux_minusHarr_4h_rep1
total_11_eIF4E_plusAux_minusHarr_4h_rep2
total_12_eIF4E_plusAux_minusHarr_4h_rep3
total_13_eIF4G1_minusAux_minusHarr_4h_rep1
total_14_eIF4G1_minusAux_minusHarr_4h_rep2
total_15_eIF4G1_minusAux_minusHarr_4h_rep3
total_16_eIF4G1_plusAux_minusHarr_4h_rep1
total_17_eIF4G1_plusAux_minusHarr_4h_rep2
total_18_eIF4G1_plusAux_minusHarr_4h_rep3
total_19_eIF4G2_minusAux_minusHarr_4h_rep1
total_20_eIF4G2_minusAux_minusHarr_4h_rep2
total_21_eIF4G2_minusAux_minusHarr_4h_rep3
total_22_eIF4G2_plusAux_minusHarr_4h_rep1
total_23_eIF4G2_plusAux_minusHarr_4h_rep2
total_24_eIF4G2_plusAux_minusHarr_4h_rep3
total_25_eIF4G3_minusAux_minusHarr_4h_rep1
total_26_eIF4G3_minusAux_minusHarr_4h_rep2
total_27_eIF4G3_minusAux_minusHarr_4h_rep3
total_28_eIF4G3_plusAux_minusHarr_4h_rep1
total_29_eIF4G3_plusAux_minusHarr_4h_rep2
total_30_eIF4G3_plusAux_minusHarr_4h_rep3
total_31_eIF3d_minusAux_minusHarr_8h_rep1
total_32_eIF3d_minusAux_minusHarr_8h_rep2
total_33_eIF3d_minusAux_minusHarr_8h_rep3
total_34_eIF3d_plusAux_minusHarr_8h_rep1
total_35_eIF3d_plusAux_minusHarr_8h_rep2
total_36_eIF3d_plusAux_minusHarr_8h_rep3
total_37_eIF4E_minusAux_minusHarr_8h_rep1
total_38_eIF4E_minusAux_minusHarr_8h_rep2
total_39_eIF4E_minusAux_minusHarr_8h_rep3
total_40_eIF4E_plusAux_minusHarr_8h_rep1
total_41_eIF4E_plusAux_minusHarr_8h_rep2
total_42_eIF4E_plusAux_minusHarr_8h_rep3
total_43_eIF4G1_minusAux_minusHarr_8h_rep1
total_44_eIF4G1_minusAux_minusHarr_8h_rep2
total_45_eIF4G1_minusAux_minusHarr_8h_rep3
total_46_eIF4G1_plusAux_minusHarr_8h_rep1
total_47_eIF4G1_plusAux_minusHarr_8h_rep2
total_48_eIF4G1_plusAux_minusHarr_8h_rep3
total_49_eIF4G2_minusAux_minusHarr_8h_rep1
total_50_eIF4G2_minusAux_minusHarr_8h_rep2
total_51_eIF4G2_minusAux_minusHarr_8h_rep3
total_52_eIF4G2_plusAux_minusHarr_8h_rep1
total_53_eIF4G2_plusAux_minusHarr_8h_rep2
total_54_eIF4G2_plusAux_minusHarr_8h_rep3
total_55_eIF4G3_minusAux_minusHarr_8h_rep1
total_56_eIF4G3_minusAux_minusHarr_8h_rep2
total_57_eIF4G3_minusAux_minusHarr_8h_rep3
total_58_eIF4G3_plusAux_minusHarr_8h_rep1
total_59_eIF4G3_plusAux_minusHarr_8h_rep2
total_60_eIF4G3_plusAux_minusHarr_8h_rep3
total_61_HCT116_minusAux_minusHarr_8h_rep1
total_62_HCT116_minusAux_minusHarr_8h_rep2
total_63_HCT116_minusAux_minusHarr_8h_rep3
total_64_HCT116_plusAux_minusHarr_8h_rep1
total_65_HCT116_plusAux_minusHarr_8h_rep2
total_66_HCT116_plusAux_minusHarr_8h_rep3
total_67_eIF3d_plusAux_plusHarr_4h_rep1
total_68_eIF3d_plusAux_plusHarr_4h_rep2
total_69_eIF3d_plusAux_plusHarr_4h_rep3
total_70_eIF4E_minusAux_plusHarr_4h_rep1
total_71_eIF4E_minusAux_plusHarr_4h_rep2
total_72_eIF4E_minusAux_plusHarr_4h_rep3
total_73_eIF4E_plusAux_plusHarr_4h_rep1
total_74_eIF4E_plusAux_plusHarr_4h_rep2
total_75_eIF4E_plusAux_plusHarr_4h_rep3
total_76_eIF4G1_plusAux_plusHarr_4h_rep1
total_77_eIF4G1_plusAux_plusHarr_4h_rep2
total_78_eIF4G1_plusAux_plusHarr_4h_rep3
total_79_eIF4G2_plusAux_plusHarr_4h_rep1
total_80_eIF4G2_plusAux_plusHarr_4h_rep2
total_81_eIF4G2_plusAux_plusHarr_4h_rep3
